Area,Bedrooms,Bathrooms,Age,Garage,Pool,Location_Score,Price
1429.0313506084162,5,4,41,1,1,9.561303822415647,278668.9746094855
4088.8686239057297,2,3,94,0,0,3.9736466329102687,283424.64113250416
4136.2220314530705,3,1,4,0,0,2.9397706531885763,288163.5938941045
4671.592559538782,5,4,72,1,1,9.449455759878548,444349.94146047125
1020.0259112014128,4,1,35,1,0,4.751710438127694,179702.63502124397
1477.7553755202412,2,4,64,0,1,8.295283089029759,200855.90507146923
3843.042314363246,5,3,8,0,0,3.1572459533769024,359427.59643082484
1382.0033942633258,2,3,53,1,0,1.086471471449825,169539.17862319102
1788.4829609305207,1,3,17,1,1,3.5785164930828923,190019.35237957633
1250.337110501132,3,4,81,1,0,1.0957640686698549,185669.1242955992
1277.1350876977217,1,3,34,0,1,8.223932487009343,170669.105834449
2666.9900958269254,5,4,43,0,1,9.275198114918775,346900.7427343779
993.5737795083135,2,3,35,0,0,8.995473027888481,153216.95033262973
1947.6392830862999,5,1,1,1,1,8.382349922888503,279376.9669667043
2419.6725931949554,5,3,79,0,0,8.660854377193083,277908.3010095464
610.4665243578992,4,4,48,1,0,6.220924049559254,211011.06022848136
2247.4992491350367,3,1,39,1,0,5.775704819329841,231051.00455518303
923.5509623848263,4,1,1,1,0,4.619573558589752,174214.35533149244
2721.103390157795,3,4,10,1,0,2.976930523266164,282384.4453176257
4215.821848506934,2,1,10,1,0,6.012200431494101,296803.68390040344
4182.899729818042,3,2,43,0,1,2.1206995687312533,308805.39406808134
862.0183199183023,3,2,1,0,0,3.005935457794512,149553.69785975537
3205.524909535341,4,3,63,1,1,5.556114789500574,312211.2018904177
4255.638718870564,2,2,56,1,1,2.046231223483348,307084.9973985771
1570.876443205859,3,2,3,1,1,3.6716525807685194,214878.15022442694
3928.669301523196,3,4,77,1,0,1.5830163016276062,333123.5852566523
4508.43955902542,1,1,31,0,1,8.488959507682491,294412.4690376778
4127.558681481998,3,2,45,1,0,3.7191974199429705,328109.6815905543
982.8546418197703,5,1,79,0,0,8.279426637543374,180330.37441327563
540.769997850732,5,1,30,0,0,3.773892506760143,171761.11046396257
1362.7584946483053,4,1,4,0,1,2.789950581134786,170374.73058960523
1717.1480342598045,3,4,37,1,1,4.952492985165579,239882.43045313784
3272.8234577718176,2,2,45,1,1,9.44466531398373,296910.2974505874
2229.2292885904326,1,3,85,1,1,3.0366004354653375,190407.03753186075
3665.3316379766306,1,2,76,0,0,7.717715191833466,243805.79631972284
2088.8373223472386,4,4,13,1,0,2.9636556427827325,289222.7024167261
1194.9144109457013,4,3,84,1,1,5.0179769296391505,203582.3094072138
1907.1042956871581,3,4,75,1,0,6.806269050816756,241236.37926119764
4479.459018751108,4,4,29,1,1,3.925110885799373,407372.3123789433
4813.395549102792,1,2,67,1,0,7.760482759515964,317022.4624673279
1433.8073033031583,1,4,29,1,0,2.7749286025813436,173364.8314817065
4048.107741609986,5,2,91,0,1,6.456747082721699,332619.08291400294
1730.069314429418,4,3,63,0,0,3.764945785581607,195785.81815339788
4492.091945441334,4,2,14,1,1,9.697152700508896,412744.99869483075
1244.9552575831494,1,4,8,0,0,3.093933670973546,154389.95494535478
3496.819634123256,3,1,97,1,1,4.096227260852894,281881.26883219637
878.9506912093213,1,2,98,1,0,7.176365433520579,116426.14306589935
4882.519957882413,3,3,69,1,0,7.711486217994063,382509.9730112877
3652.8500508824427,3,4,51,1,0,3.403269923558169,325666.0019044405
4288.170827322883,4,3,3,1,0,6.576486305325232,386856.00337106443
3050.0120271336555,4,3,66,0,0,6.090664276364375,296803.4135992038
2645.6061376798707,3,1,59,0,1,3.174313636462036,235838.25932793113
3298.470761274643,5,3,52,1,0,5.172569947380373,322018.07149523933
2879.3368026475164,2,4,41,0,1,9.869765835073498,308088.9695103979
2612.2295981531884,2,2,66,0,1,5.563740021560453,220892.522768708
3917.5261315593925,4,1,96,1,1,9.620654575289118,330133.095907919
1301.9042972267066,4,3,17,1,0,8.696249039266231,254417.86472989703
1270.2742166982134,4,1,88,0,1,6.490534574317928,171354.828174795
2443.2919279236776,4,2,93,1,1,7.41820638143261,269862.9585000934
1943.365622202257,3,2,30,0,1,7.403119080729642,210312.22052602968
833.5603306086084,4,4,43,0,1,5.625879087654672,215390.79080748846
4300.117215884305,3,3,10,1,0,8.270246236113932,368123.7997672904
3972.212630124574,3,4,90,1,1,8.736699733340368,355732.72992893663
2947.6467491134313,5,3,72,1,1,4.077841240749256,312803.47705524194
4906.96041768966,1,1,39,0,0,1.6386270080146668,295383.9470608529
826.7002994642239,4,4,80,1,1,9.868709155063792,224908.37540385357
3950.0118546254375,1,1,18,1,1,2.701286387056363,265869.2006416112
1698.6667622409357,3,2,42,1,0,5.984948543738451,188148.74366592182
2158.6951397460894,5,3,64,0,1,1.0039758796606124,242579.40422061333
1486.757233413804,1,1,19,0,0,4.70691713979385,127792.20978766574
4050.6705115783934,5,1,12,0,0,4.59914574125443,348362.77534748864
1149.080459097047,3,1,91,0,0,9.880654699828982,154539.10872320292
4280.0751398087505,4,2,45,1,0,1.0924608847405999,329354.96732809907
3477.0994170342524,1,4,54,0,0,3.9351622927155994,260904.94583800572
765.6046037110164,4,3,86,0,0,3.943869207599265,164404.89768267825
4149.41779220069,1,3,98,1,0,6.395884188875608,290393.7950310155
3324.9007227334073,3,4,23,0,0,6.680835527211572,312738.84508382523
4572.420438102537,4,3,24,1,0,5.507176213567313,395628.63381948706
3869.250378838872,1,1,19,0,0,8.107328028970713,259891.27878534552
3025.0441734339865,4,4,70,0,1,3.938686798475202,289929.53471736534
4264.46231278639,4,2,3,1,0,4.195242161711047,351451.96287084726
1751.2260723554996,4,3,52,1,1,2.7410425640910776,238992.4289452846
2961.2752783005362,4,2,47,1,0,3.0306112710671163,262201.14336499653
1821.2756891153456,2,3,90,0,0,8.235849974119573,176911.22555120458
4856.9197599072895,2,2,84,1,1,1.8906674458937271,332229.6566875858
1517.8833537890287,5,1,74,1,0,7.705743909573793,213498.649759023
570.8220785170813,1,2,25,1,1,4.5330234692997395,123473.73868880175
1966.346789017083,5,2,35,0,1,8.640683203957309,253686.46558133748
2761.292286364121,2,1,49,0,1,6.893699616460737,226680.81206271757
627.6332040353378,2,1,64,1,0,9.03870773841047,138503.36584452257
3016.617350152583,5,4,88,1,1,6.407459618057974,336649.5683759086
4434.272487280536,1,3,85,1,0,3.2161213526492154,273061.43403979036
3671.2948748750155,5,2,98,0,0,7.604699924853701,303613.8468693164
3303.357453402369,5,2,82,0,1,1.6286391623002592,287708.43222881167
4801.82787818713,1,3,83,0,0,2.4910401065804235,289288.685510604
4812.257002289476,5,2,67,1,0,2.626679549640072,372933.29582712456
4209.199113664528,3,4,70,0,0,8.429325837247355,344396.60235173465
3234.8383132363297,4,4,84,0,1,9.265105402620735,325349.6161533855
2694.94051773968,2,1,56,1,1,5.889618842663815,226918.65170199118
559.9225096091029,4,1,86,1,0,7.20796307686,154620.60351990606
3228.1785780194364,2,2,50,0,0,3.8587085772234104,235212.69261545182
4950.896339105841,1,1,97,0,0,8.041853677066742,278037.312029733
4181.45472510813,4,1,78,0,1,2.4223727566592066,297016.93260074407
2032.7208974795838,2,1,55,0,0,3.830003947104398,171761.4585811001
1184.211612699899,2,1,73,0,1,4.874068961532593,133709.79775436505
4028.2637651021932,2,1,45,1,1,4.713963075337693,277847.7432245293
3847.7201928428367,3,3,89,1,0,9.898091473514105,321141.2558081177
4851.710563906954,1,2,16,1,1,6.5582244498966045,347997.03607918165
4436.790628727025,5,1,7,0,0,4.421228058133577,365187.8043880365
3000.4818137258335,4,3,54,0,1,6.6631896735981435,309603.1521131146
955.7791113413396,1,4,11,0,1,1.6456966751134603,154269.6460177092
2675.7529627278204,4,3,91,1,1,6.198208445537524,301563.6305640034
1911.6277431004266,3,1,81,1,0,4.736802348141751,178878.3640453925
2805.8381691117793,5,4,69,0,1,2.469609588457688,305941.6826071112
1857.6570858784394,5,3,93,0,0,5.3170244423495046,227248.88442628374
4378.2034638901805,2,4,10,0,1,5.84220351885099,374040.1026875117
4299.471562922699,4,4,57,1,0,3.3058870382881995,362751.53400716267
1919.5932072517517,4,2,53,0,0,7.103612549089792,238389.81654103287
3198.1160586829774,3,2,89,0,0,1.6011363781360026,234293.1733284783
2435.8138593757435,2,1,24,1,0,3.4278257019536333,192752.59063247213
4590.917406628534,2,4,44,0,1,8.798921348221507,378342.72081245645
1343.1240564184525,4,4,12,0,0,4.760819823812078,235663.47703708522
3639.777808032317,1,2,69,1,1,9.32410023642228,287511.2898033265
4866.688975267474,4,4,29,1,1,8.719253337431917,439739.10403837863
1288.739838033906,4,3,99,0,0,6.926602599451119,191506.45011891262
1408.8489279089144,1,2,23,0,1,9.667808195479543,172172.3663457113
3621.7550240250257,4,3,96,1,0,9.129569444975722,356887.16651239287
4006.1926603621127,1,1,40,0,0,1.5335710075825097,222144.39156117686
2707.4707465726974,3,4,83,0,0,2.49179486507821,224639.56031922327
3243.589093162046,1,1,89,1,1,2.6408077217413073,213049.37242471095
1457.0708396532295,1,3,45,1,0,7.786468364070941,189290.60787396485
2644.7640285529674,5,3,37,1,1,4.457971905689687,294910.61014096416
1004.3234639371182,2,1,65,0,1,2.3230085825454774,123857.82323562058
1946.3986637404912,2,2,13,1,1,8.286855386237072,230599.61150007235
1781.5086726392942,3,1,76,1,0,8.27416899426148,191639.28788010118
2500.81412046089,5,4,57,1,0,4.04272890278256,302229.5884928344
4685.568630096636,3,3,41,1,1,9.580493381086052,391256.2366147479
1315.7044796652908,2,2,76,1,0,6.905412118018106,148186.05045946073
2306.2471098112424,3,3,100,1,0,4.749305152890592,225447.97683918048
3270.1874859934014,4,3,9,0,1,1.160259215457328,288772.2638405888
4759.506887333007,5,4,14,0,1,8.284672057665006,457475.70804544515
1099.1668619109569,4,2,35,1,1,8.811994087746205,211679.51532612802
4630.444776469011,1,1,32,1,1,9.314428424792087,335380.3171858182
864.7420488532769,3,2,46,0,1,8.951890687638853,168511.26193377882
2663.33628722119,4,1,67,0,0,9.513208830714674,261937.86128141335
2545.6544025371722,3,3,30,1,0,9.878717217925141,282886.7846511081
1443.21227994738,5,3,71,0,0,5.377816156229403,218545.3674430536
2063.568506521314,3,1,65,1,0,8.623587181552631,196786.91062579563
2543.7437075677917,4,1,64,1,1,7.28116921690689,267500.580730544
4393.451583097832,1,4,84,0,1,8.744119801360913,327844.52487931226
4797.788654181019,1,2,25,0,1,3.665983379047342,319888.1071956659
2835.1655538672435,1,4,33,0,1,4.844489049325492,242374.62741787973
4415.449056324898,4,3,35,1,0,2.4083109047013274,371961.7926562694
3236.7721355455074,3,1,60,1,1,2.1459628234870065,249240.55805065742
2070.8930389445395,1,4,55,0,0,9.778627805948432,227394.5105870453
1373.873934260611,1,1,44,1,1,8.497492692063432,167056.5161772053
2359.1064730224416,4,4,88,1,0,3.5027043739482173,247057.6259244858
2852.709273157315,1,3,78,0,0,4.05244920302866,201267.15371438008
699.9952471680028,3,2,39,1,0,1.7830255174254872,132713.24901774258
1156.2852464188281,1,3,44,0,0,4.475345997506556,134882.5288674508
3200.82990791648,4,4,34,1,1,1.2778324400885508,313471.7224739542
1512.5071760472292,2,3,18,1,1,6.639339325335307,209948.69873974202
4267.968692365839,5,3,2,0,0,1.3825296848776367,356018.8177108647
1971.2401239838578,5,4,38,0,1,7.881439688918534,289796.06277016056
971.7539326396289,3,1,62,0,0,4.470115519794377,127569.48472373704
875.8876484989266,1,4,81,1,1,8.383921610187777,176132.38302718507
4717.053592393008,2,2,87,1,1,5.765785288755287,337316.7224899461
1031.0914005884563,2,3,51,0,0,1.6062516326404757,124748.3571596142
1134.0939387292701,5,1,97,0,0,9.38722178008169,183961.8610107352
4381.997260697388,5,3,92,0,1,9.427278730371704,374605.12380269804
1644.296586248048,3,4,15,0,0,2.370988280705545,199119.54745746043
3496.7813483948726,4,1,75,0,1,1.168215165653286,265083.83974460856
4175.265591634511,2,1,23,1,1,6.085086312062118,327810.4127974577
3232.3128805858646,3,3,13,0,0,4.273709321107052,277658.23620294314
4808.698445515322,4,4,61,0,1,3.1529393777396044,372284.01755636
3689.973046673786,5,1,75,0,1,6.5323929212172995,315302.93413805723
1007.3817945664625,2,4,36,1,1,4.695509552828325,201442.88186191814
3012.8451194564595,5,3,91,1,1,6.415555922400893,337776.7527685571
3731.8393674013273,1,2,82,1,0,5.593424235050328,270472.4106741288
4108.807581680503,5,4,40,0,1,2.2131714797895707,381080.7580189867
618.4460087784119,4,1,38,0,1,1.8130603199922535,150884.09930684144
3734.95511872141,1,4,98,0,0,7.582582509134441,264043.1988652912
4215.563694587523,5,1,22,1,0,1.4384025368356619,347697.53712331137
3860.752149209104,4,3,82,1,1,3.0503185715773258,334268.4247178026
2805.5711554501913,1,1,54,1,1,2.0927810696086313,189436.19436362086
2561.094333899613,1,4,82,0,1,2.9962861047090446,200029.73260641168
2972.383624849171,2,4,13,0,0,6.956969811059972,278188.8994654249
3670.896644719709,4,2,80,0,1,4.327167915042714,304981.7236435442
4653.114307846185,4,4,8,1,1,8.513482267000581,434966.6348506214
3276.6584478850623,5,2,34,1,0,2.695908208567232,305281.3932012542
4495.254378275613,2,3,29,0,1,6.3197929859190864,341508.9088152353
3655.655813505773,5,1,6,0,0,3.125179511725472,318067.7549533238
807.5136984748141,1,3,38,1,0,5.1667176374317085,143289.9642837316
2753.726855007298,3,2,100,1,0,4.496891145983859,218555.74729148136
1789.1885674185905,2,4,48,0,1,5.948009457132437,203969.69728693
1783.2871765965754,2,2,63,1,0,7.959984895597679,197272.4520697533
2101.673980471929,2,2,26,1,0,8.630951808662818,222895.1373219316
1916.297474002141,2,1,18,0,1,9.018543234802058,193688.48814298777
3103.7449105269507,1,4,11,0,1,2.7009114140643247,258856.8197435402
3576.2067515910067,3,4,27,0,1,1.3501541408900355,305203.83258565294
1709.3722418453096,4,3,30,0,0,3.7369344039191876,222766.46845225632
1083.931801557716,3,4,18,0,0,5.469992006158504,206947.36176026543
764.6392442050794,2,3,68,1,0,7.691478346987764,147833.02999918046
3090.887802637485,3,1,6,1,0,6.873530627870669,276574.3231390316
1337.5857484985108,2,3,86,0,0,3.05769167137833,152697.5367715783
541.6159740066472,1,2,66,1,1,6.040073941970261,109099.36488233136
4674.888856956669,1,1,52,1,0,9.234827096049997,314591.820192269
2917.1318858745826,5,1,40,1,1,3.0757688856975776,287857.7848714287
916.0168111113774,5,2,96,1,1,4.829786179110902,195898.25354346845
4293.145004573684,5,3,50,0,1,8.697099753157099,397420.69375793706
4924.412322305531,5,3,21,1,1,9.796658284711327,468711.5198668746
2518.7029790797274,3,4,8,1,1,1.9952553219471953,284049.6899282326
691.2032370717118,4,1,89,1,1,4.417909810961419,163481.78601557895
1028.9567334022859,4,2,100,1,1,7.71485329294198,196776.8085509852
2217.4418599044448,4,3,68,1,1,6.180941644882689,274858.5930217308
4484.851868519947,5,3,56,0,0,8.170813236467591,387015.24061156006
1166.1740567499292,5,1,79,1,1,8.96260752372984,220577.14378622372
4207.95542301213,3,3,28,0,0,4.559397495586174,329829.74423586804
567.3931709855874,1,3,20,0,0,4.496453014866606,109254.6075533403
2558.2491445361497,4,3,70,1,0,2.6734054010682673,285890.96284248866
3399.7871342775566,2,1,30,1,1,8.573781658516603,275214.4148220868
771.7076691151838,3,2,63,1,0,2.0693033750639973,140126.41246759202
3266.43237777419,3,3,96,0,1,7.963265701345336,285117.9778419237
4749.818546613003,1,3,49,1,1,5.9662480752761216,342202.0855378967
1221.169640614678,2,2,68,1,0,4.552000127909862,164673.36987168834
3783.2512236590874,1,1,61,0,1,2.450897557248785,223757.36300156685
3240.9225407459453,1,3,35,1,0,7.482467964431418,276301.39455044206
1333.0237499565374,3,1,30,1,1,6.531590155967273,203893.57875916362
527.9153661921471,2,3,49,0,1,8.085902118602267,151785.68184628413
541.7800272766718,3,3,41,0,0,7.91238845892564,162595.98846124258
2894.4158412741285,1,1,52,0,1,5.2832395647992065,204094.16093849612
4742.507343025371,2,2,86,1,0,1.826335282981649,308042.8206596104
3399.343823595256,1,4,2,0,1,8.796348480738343,302507.07386970945
3714.3493083218464,3,2,53,1,1,9.049232840261284,323463.71421228
2722.394691142417,3,1,76,0,0,7.351952539064186,224389.0435436001
3118.500241855564,5,3,98,0,1,4.464108439867909,309439.31206797034
1068.6538639877156,2,2,98,0,0,1.327334478401287,95797.02183466151
4445.692791802839,2,3,78,0,1,2.025614530608238,306824.97500824375
3923.5668290006083,2,1,39,1,1,8.919875279862195,291425.71148835693
4991.895287800743,1,3,6,1,0,6.468741170466904,357945.02140923793
1839.753264000296,4,2,8,0,0,1.2019024042147621,187112.63902476776
1521.5799730822605,5,1,27,1,0,8.949838948840865,239997.60811934085
1063.2274608260432,1,4,76,0,1,3.3794198229633863,130304.25369572623
4838.943904772202,1,4,85,1,1,2.855963197421559,350990.9834871498
4013.9833308261063,4,3,4,0,0,9.277926081534304,369916.89969933574
1248.460761738374,3,3,89,1,0,2.99027686344053,172108.3799227785
2987.0891199869625,1,3,43,1,0,3.673024927533465,237397.07015641182
2361.9569363027454,1,4,88,1,1,9.729784167386617,240524.1594938776
1181.6870351278676,2,1,12,1,0,1.525926055444467,129768.987943216
1229.3284326348446,4,1,59,0,0,2.9287419806711537,170609.6317031529
4835.614976353336,5,1,29,1,1,4.004509781163122,394640.23247035325
1872.3388233097498,5,2,99,1,1,2.3570897311415333,230922.56536889623
4736.476812577745,2,1,63,0,0,5.2629177847830135,323384.1785148359
840.2480287928797,4,1,58,0,1,1.5707673220832699,119674.0608222705
2573.613690319358,3,2,30,0,0,4.325366433006115,232649.3896412496
1083.2857183254205,4,3,60,0,1,6.278408490106833,196487.88983866991
521.5432335852747,1,1,42,1,1,1.8000328220035042,97345.32656114544
2991.9473316773447,1,3,35,1,0,6.261193893715078,256562.92530907
1012.5234716511354,5,1,1,1,1,8.698236463551227,233227.24451332385
3749.1103892015585,5,2,40,0,1,7.410564754633416,359092.27223263984
3641.523690681048,5,4,90,0,0,3.227947558786174,323326.4506391988
1293.498083590201,5,3,35,0,1,6.164790415933643,239300.83077887472
4737.8396446948245,2,4,53,0,0,3.3511561779424097,341120.7144107719
3744.6953379462034,2,2,71,1,0,9.830104033533768,294790.8463681347
1840.8661887061849,2,3,4,0,0,1.2027695078853404,192019.64415886888
3691.5519377785577,4,2,69,1,0,1.3905407644341685,282695.29463341157
3793.686249566912,1,2,39,1,1,4.024273089915807,288613.88155262807
2040.0184906293225,4,2,11,0,1,9.36182939047059,280099.98216050735
2190.1485310765665,4,4,15,0,0,4.430975294948471,262708.69775109406
2115.9792844398507,3,4,96,1,1,3.6916378264993064,240923.48301896278
3274.7829959843334,1,1,37,0,0,4.836389544293434,221405.70836229046
4551.845659430807,4,4,73,0,0,1.1585275914106425,345390.51104616263
1279.3695630286443,4,2,32,0,1,3.086045193345235,209337.98155461205
4438.398244263433,5,4,97,0,0,3.03684303627725,361035.6794824334
624.4392042740412,3,1,58,0,1,5.926736320695737,133039.54272134366
3471.523681902001,3,4,87,0,1,1.464892240841964,289685.1483419221
2364.974929353624,2,4,15,0,1,7.820721533172133,251896.09685474285
4060.7669850462216,2,3,30,0,0,7.119231810296422,300587.74423771584
3745.391508189063,1,4,16,1,0,4.595438462123091,308039.8555802448
2660.485132153328,2,2,22,1,0,8.010113371500804,239050.4203187734
3397.388165251685,3,4,43,0,0,1.0494260437709748,262330.1543298224
2757.9790881497534,5,1,30,1,0,3.325323186140928,265940.8307919368
4151.833117798475,5,3,1,1,0,6.690401600026621,391977.3998459472
2642.377936857044,1,1,99,1,0,4.679960480272631,187921.34850737755
2854.201954964341,2,4,52,0,0,8.385382695480265,260258.4263881932
1627.3426388773034,1,1,82,0,0,2.6543312511483634,90034.76056290536
3222.6935756471257,2,3,79,0,1,9.995953159305927,293308.6853902377
1863.0716390142577,3,1,61,0,1,7.92700250449559,191433.17794776545
3097.778065443419,5,1,21,0,1,8.089526857156478,316116.2632892419
1263.5515200833142,3,4,40,0,0,9.840855969777948,209089.1258985888
1217.6109155352146,1,3,2,1,0,7.845697214284716,161626.54948025552
2376.6338353639712,3,2,94,0,0,9.642076305976962,233534.80560165536
2420.6878179974337,4,1,32,1,0,7.249857525694036,255958.38275432462
1706.4916921064257,2,3,28,1,1,4.997315395280239,245335.44418185457
1092.185826650105,4,1,75,1,1,2.243892567108946,162230.58642555718
676.4474264625368,2,4,64,0,0,1.1589809292801543,135453.06813338902
613.5432227951726,5,2,71,0,1,6.210447973636789,175418.76280670808
1721.9763050291406,1,2,65,0,0,3.633458829341598,144103.45172020936
2578.340489728717,4,2,43,0,1,1.7337894168784809,245197.9557978818
3768.0947658775717,3,3,28,1,0,3.1551143275098905,310409.12091956154
2636.9226532130406,4,1,19,1,0,5.555102175455947,281883.54233480064
4568.228687458768,4,4,51,0,1,3.959041677900608,368181.82872366
658.4891205893318,5,4,39,0,0,5.196782926813893,199766.55571918807
1312.9727969328546,4,2,32,0,1,7.719190260211192,221016.13528751873
2023.315217465642,1,3,51,1,1,7.311818872192757,216301.81471632386
3098.7328462930514,2,1,54,0,0,6.970308145366812,247730.92170636056
4337.312710522741,5,4,53,0,1,2.7236548012400346,380195.1119451813
2075.908783804594,1,3,94,1,0,1.9205951260412664,148585.54542755385
1705.9490712698905,5,3,66,0,0,1.2540776731159005,214619.0016317898
778.5012597930308,4,1,44,1,1,3.6982544796555645,156671.16831378755
4195.865649641468,4,2,43,1,1,5.389803899992212,363314.4792471551
2208.498994430055,1,4,37,0,0,6.112429286753695,198754.18358434408
3071.9758793762044,1,1,83,0,0,8.263790733885592,207352.21958720236
4925.999381770492,2,2,26,0,0,5.058843431156284,338344.43943173665
507.1755677193256,1,2,63,1,0,4.976983640788224,98256.04271209108
1154.5256331448968,3,4,65,0,1,6.44940357238186,204390.4436671468
4005.9994730870994,2,1,42,1,1,2.0864785611418357,280610.4833994302
4123.07368343527,3,4,92,1,1,1.7292187124945448,326572.0717106745
3961.6120356473994,5,4,59,0,0,6.987661989855995,373306.9527216073
2916.495009692732,2,1,90,0,0,7.769237373304078,213270.0968942628
4904.8564146037525,2,2,35,1,1,9.562807081298171,393489.0656098119
2282.8305199789424,2,3,3,0,0,3.1642064268654124,215523.21298424428
3208.7466415090053,3,3,26,0,1,9.790838001653993,324026.6694567221
785.1605204698174,2,1,33,0,1,8.451073671158873,147760.2780839324
2344.3585245830245,3,2,60,1,1,3.8031678640154505,250665.36231128365
3751.250393794649,2,4,86,0,0,8.461843227773482,313054.43086377234
1574.3247834681467,1,2,6,1,0,4.537950540808369,166679.15929578582
4747.224150829168,3,1,42,1,1,1.9022372059550152,330313.4105659126
3590.5251543948007,3,3,98,0,0,2.0951282724596156,279070.82833085855
1794.0892228590715,3,4,67,0,0,9.161574087449077,220439.6219487597
3960.4951521763537,3,4,81,0,1,6.961500994344754,308890.2888171537
874.241473136491,3,3,6,1,0,8.909199465914392,204948.9519955958
4886.484901297054,5,4,42,0,0,2.9229089348047603,410888.67331508826
721.7836658310133,5,2,5,0,1,5.272902381426056,220676.7088811591
4700.551510169233,4,3,20,0,1,4.593441551746989,385042.31931295665
1637.8424498671752,1,3,65,0,1,2.941130864270427,155873.386071337
3910.208484609007,1,3,57,0,0,2.077142402466894,239223.04936430216
500.3316474489774,3,1,88,0,1,4.801731223170746,102787.68506686515
1644.0804013081988,5,3,73,0,0,8.396066208256817,251749.16033951778
3870.9527299237393,2,4,15,1,1,6.229043757445278,363143.90303031605
2895.5123190379504,4,1,63,1,1,2.840608772668018,267293.3548141894
1017.2846733670169,4,3,55,1,1,6.277717459665882,217744.9151739489
2271.333856267739,2,2,37,0,1,2.585803037756178,207758.44958053334
2189.9720978804417,5,2,82,0,1,8.667789989447382,278001.2501804968
3056.7300988142742,3,3,58,0,0,8.277397787070804,275798.3572358318
3505.89682607098,2,4,22,1,1,8.127888268254559,344859.4553943122
4283.736090855125,3,2,75,1,1,2.7615489745804394,324621.8844608169
2737.541286398177,1,3,3,0,1,1.5631375813828257,212152.41667202246
2264.0977278732653,2,1,29,1,0,1.671074811806557,185486.78413243123
1147.8944034292176,4,2,32,1,0,6.794513179215295,221599.98140535795
4121.70334245375,2,1,34,0,0,3.004833731235939,250216.09231582808
3710.16682436552,1,2,72,0,1,8.970144015269575,260536.12996220525
2339.048288546084,5,2,98,0,1,6.00948164164315,264325.87683963455
2832.9453947420125,3,4,69,1,0,6.865297734117139,286271.83850028383
3493.3227998534994,2,2,9,1,1,4.719722027679168,294463.72280983784
1241.6251543139201,4,1,81,1,1,9.45465452467303,215422.59649620004
622.3900748356411,2,3,84,0,1,3.2073692446734943,105321.76945057473
1928.7666463400844,5,2,42,0,1,6.33745781434827,254659.39319378816
3180.1325883627337,3,1,91,1,1,4.093678657625317,270803.94304254587
2689.7274107665644,1,4,69,1,1,9.453194182996318,268440.6447112178
3616.4958208840717,2,3,46,0,0,5.262863753359991,267621.84829176415
4188.604125085409,1,1,61,0,1,7.722818518990802,279388.6289283196
2697.991100286242,4,1,29,1,0,3.599969298706623,240989.83779039513
1104.2016067302118,3,1,11,1,1,9.960577757374995,224992.77700322494
4327.825999095347,5,1,26,1,1,6.72090060110597,384193.3757186597
3087.4564727335146,3,2,87,0,1,1.8423960470670133,241905.68980394266
3829.718663522918,4,1,82,0,1,5.935855604691955,308454.6638866411
3670.990941237312,1,3,84,0,0,2.4610254777252116,238553.76091137258
4856.952970990587,2,1,44,0,0,7.96987193386285,339780.5352278118
1828.8829505111626,1,1,52,0,0,4.245787754348019,149933.43242157242
3673.880477506679,1,4,21,1,1,1.2374706204374073,288321.8467401289
2145.5434990666326,4,2,90,1,0,7.620212246036802,246793.48975394544
2279.3482441338874,4,2,32,0,1,1.5248659421070316,236817.27420479842
1537.6758649642468,5,3,65,0,1,3.8703545063488023,208770.60000288382
2048.0457904288423,5,4,66,1,1,2.5045259064048335,280325.2404457722
4767.335382462184,4,4,68,1,0,2.1514729565823405,388634.374622481
1816.5688112642042,3,2,41,0,0,5.832734391446353,192284.01674984465
1606.9577268046403,1,3,10,1,1,8.204166359374925,218049.0126478391
3124.120903132199,2,1,57,1,1,3.1932398395483377,240682.7668034952
1661.1618053378957,2,1,92,1,1,3.897316410631134,169597.31975732662
2630.2357651743278,2,1,81,1,0,3.2867534160427114,201465.51941050155
4253.793154503066,4,1,30,0,0,8.08398707554004,343254.3877840334
1536.80141438229,5,2,6,1,1,1.724944986345129,225093.98240742518
2420.11135482764,1,3,11,0,0,8.072055358342126,226174.77697348504
3247.2038075901437,3,2,56,1,1,4.1191184541441945,274691.7238121546
2955.3301605806846,4,3,11,0,0,9.363922668162502,317195.69742277823
4886.254568368568,4,2,2,1,0,9.111118098313222,399884.8531047021
3561.6661447783777,4,4,20,0,1,3.1953186611324904,353549.1414087328
3829.7580892179794,2,1,34,0,0,2.7547906239815996,255290.29802243647
4851.3017658502995,5,4,41,0,0,8.469727325628021,427085.9032721318
2364.9711135283446,3,4,65,1,1,7.81902673773288,276343.95716916805
2099.2091677747303,3,4,48,1,0,4.731599509191909,245301.9967004314
697.3809339487215,4,1,27,0,0,3.7410095995004076,141027.4448654622
1328.9193793347222,4,2,53,1,1,3.646739174371482,197922.9860006445
1567.3533442325413,2,1,26,0,1,1.164493325897226,147064.13422360143
1325.7701018210232,3,3,52,1,0,4.970184328661386,199669.3681376481
3896.52751938454,1,2,90,0,1,6.5401813378240155,246278.77167126918
2911.4734157425023,5,2,72,0,0,3.217137791908344,285748.25711124274
3504.352106563103,2,1,52,1,1,8.39877315294008,269053.4838288699
4192.079723777181,5,1,29,1,0,4.005725275287876,349919.2495929479
1538.482735786526,5,2,17,1,1,1.849317793131148,238606.70777973268
1966.6577291967462,5,1,33,0,0,5.669403819041143,229519.50930446447
